section,orc_dash,title,ui_label,url_slug,official_url,priority,practice_areas_pipe,keywords_pipe
2930.16,2930-16,Notice of incarceration and release date,ORC 2930.16: Notice of incarceration and release date,notice-of-incarceration-and-release-date-orc-2930-16,https://codes.ohio.gov/ohio-revised-code/section-2930.16,P2,Criminal Defense,Notice of incarceration and release date ohio | orc 2930.16
2930.161,2930-161,Victim notice,ORC 2930.161: Victim notice,victim-notice-orc-2930-161,https://codes.ohio.gov/ohio-revised-code/section-2930.161,P2,Criminal Defense,Victim notice ohio | orc 2930.161
2930.162,2930-162,"Notice prior to pardon, commutation of sentence, or reprieve for offense of violence","ORC 2930.162: Notice prior to pardon, commutation of sentence, or reprieve for offense of violence",notice-prior-to-pardon-commutation-of-sentence-or-reprieve-for-offense-of-violence-orc-2930-162,https://codes.ohio.gov/ohio-revised-code/section-2930.162,P2,Criminal Defense,"Notice prior to pardon, commutation of sentence, or reprieve for offense of violence ohio | orc 2930.162"
2930.17,2930-17,Statement of victim prior to judicial release or early release,ORC 2930.17: Statement of victim prior to judicial release or early release,statement-of-victim-prior-to-judicial-release-or-early-release-orc-2930-17,https://codes.ohio.gov/ohio-revised-code/section-2930.17,P2,Criminal Defense,Statement of victim prior to judicial release or early release ohio | orc 2930.17
2930.171,2930-171,Victim rights prior to sealing or expunging records,ORC 2930.171: Victim rights prior to sealing or expunging records,victim-rights-prior-to-sealing-or-expunging-records-orc-2930-171,https://codes.ohio.gov/ohio-revised-code/section-2930.171,P2,Criminal Defense,Victim rights prior to sealing or expunging records ohio | orc 2930.171
2930.18,2930-18,No employee discipline for court attendance necessary to protect rights of victim,ORC 2930.18: No employee discipline for court attendance necessary to protect rights of victim,no-employee-discipline-for-court-attendance-necessary-to-protect-rights-of-victim-orc-2930-18,https://codes.ohio.gov/ohio-revised-code/section-2930.18,P2,Criminal Defense,No employee discipline for court attendance necessary to protect rights of victim ohio | orc 2930.18
2930.19,2930-19,Victim standing to assert rights or challenge denial of rights; right to appeal,ORC 2930.19: Victim standing to assert rights or challenge denial of rights; right to appeal,victim-standing-to-assert-rights-or-challenge-denial-of-rights-right-to-appeal-orc-2930-19,https://codes.ohio.gov/ohio-revised-code/section-2930.19,P2,Criminal Defense,Victim standing to assert rights or challenge denial of rights; right to appeal ohio | orc 2930.19
2930.191,2930-191,Pro se victims and victims' attorneys served notices same as parties,ORC 2930.191: Pro se victims and victims' attorneys served notices same as parties,pro-se-victims-and-victims-attorneys-served-notices-same-as-parties-orc-2930-191,https://codes.ohio.gov/ohio-revised-code/section-2930.191,P2,Criminal Defense,Pro se victims and victims' attorneys served notices same as parties ohio | orc 2930.191
2930.20,2930-20,Protects victim from reimbursing law enforcement costs,ORC 2930.20: Protects victim from reimbursing law enforcement costs,protects-victim-from-reimbursing-law-enforcement-costs-orc-2930-20,https://codes.ohio.gov/ohio-revised-code/section-2930.20,P2,Criminal Defense,Protects victim from reimbursing law enforcement costs ohio | orc 2930.20
2931.01,2931-01,Definitions pertaining to jurisdiction and venue,ORC 2931.01: Definitions pertaining to jurisdiction and venue,definitions-pertaining-to-jurisdiction-and-venue-orc-2931-01,https://codes.ohio.gov/ohio-revised-code/section-2931.01,P2,Criminal Defense,Definitions pertaining to jurisdiction and venue ohio | orc 2931.01
2931.02,2931-02,Criminal jurisdiction - county courts,ORC 2931.02: Criminal jurisdiction - county courts,criminal-jurisdiction-county-courts-orc-2931-02,https://codes.ohio.gov/ohio-revised-code/section-2931.02,P2,Criminal Defense,Criminal jurisdiction - county courts ohio | orc 2931.02
2931.03,2931-03,Criminal jurisdiction - common pleas courts,ORC 2931.03: Criminal jurisdiction - common pleas courts,criminal-jurisdiction-common-pleas-courts-orc-2931-03,https://codes.ohio.gov/ohio-revised-code/section-2931.03,P2,Criminal Defense,Criminal jurisdiction - common pleas courts ohio | orc 2931.03
2931.04,2931-04,Criminal jurisdiction - municipal courts,ORC 2931.04: Criminal jurisdiction - municipal courts,criminal-jurisdiction-municipal-courts-orc-2931-04,https://codes.ohio.gov/ohio-revised-code/section-2931.04,P2,Criminal Defense,Criminal jurisdiction - municipal courts ohio | orc 2931.04
2931.06,2931-06,Special constables,ORC 2931.06: Special constables,special-constables-orc-2931-06,https://codes.ohio.gov/ohio-revised-code/section-2931.06,P2,Criminal Defense,Special constables ohio | orc 2931.06
2931.07,2931-07,Return of recognizances,ORC 2931.07: Return of recognizances,return-of-recognizances-orc-2931-07,https://codes.ohio.gov/ohio-revised-code/section-2931.07,P2,Criminal Defense,Return of recognizances ohio | orc 2931.07
2931.15,2931-15,New trial,ORC 2931.15: New trial,new-trial-orc-2931-15,https://codes.ohio.gov/ohio-revised-code/section-2931.15,P2,Criminal Defense,New trial ohio | orc 2931.15
2931.18,2931-18,Employment of attorneys by humane society,ORC 2931.18: Employment of attorneys by humane society,employment-of-attorneys-by-humane-society-orc-2931-18,https://codes.ohio.gov/ohio-revised-code/section-2931.18,P2,Criminal Defense,Employment of attorneys by humane society ohio | orc 2931.18
2931.29,2931-29,Change of venue procedure,ORC 2931.29: Change of venue procedure,change-of-venue-procedure-orc-2931-29,https://codes.ohio.gov/ohio-revised-code/section-2931.29,P2,Criminal Defense,Change of venue procedure ohio | orc 2931.29
2931.30,2931-30,Change of venue - transfer of accused,ORC 2931.30: Change of venue - transfer of accused,change-of-venue-transfer-of-accused-orc-2931-30,https://codes.ohio.gov/ohio-revised-code/section-2931.30,P2,Criminal Defense,Change of venue - transfer of accused ohio | orc 2931.30
2931.31,2931-31,Change of venue - costs and expenses,ORC 2931.31: Change of venue - costs and expenses,change-of-venue-costs-and-expenses-orc-2931-31,https://codes.ohio.gov/ohio-revised-code/section-2931.31,P2,Criminal Defense,Change of venue - costs and expenses ohio | orc 2931.31
2933.01,2933-01,Peace and search warrant definitions,ORC 2933.01: Peace and search warrant definitions,peace-and-search-warrant-definitions-orc-2933-01,https://codes.ohio.gov/ohio-revised-code/section-2933.01,P2,Criminal Defense,Peace and search warrant definitions ohio | orc 2933.01
2933.02,2933-02,Warrant to keep the peace,ORC 2933.02: Warrant to keep the peace,warrant-to-keep-the-peace-orc-2933-02,https://codes.ohio.gov/ohio-revised-code/section-2933.02,P2,Criminal Defense,Warrant to keep the peace ohio | orc 2933.02
2933.03,2933-03,Warrant to keep the peace - form,ORC 2933.03: Warrant to keep the peace - form,warrant-to-keep-the-peace-form-orc-2933-03,https://codes.ohio.gov/ohio-revised-code/section-2933.03,P2,Criminal Defense,Warrant to keep the peace - form ohio | orc 2933.03
2933.04,2933-04,Warrant to keep the peace - hearing,ORC 2933.04: Warrant to keep the peace - hearing,warrant-to-keep-the-peace-hearing-orc-2933-04,https://codes.ohio.gov/ohio-revised-code/section-2933.04,P2,Criminal Defense,Warrant to keep the peace - hearing ohio | orc 2933.04
2933.05,2933-05,"Warrant to keep the peace - disposition, bond, costs","ORC 2933.05: Warrant to keep the peace - disposition, bond, costs",warrant-to-keep-the-peace-disposition-bond-costs-orc-2933-05,https://codes.ohio.gov/ohio-revised-code/section-2933.05,P2,Criminal Defense,"Warrant to keep the peace - disposition, bond, costs ohio | orc 2933.05"
2933.06,2933-06,Warrant to keep the peace - appeal,ORC 2933.06: Warrant to keep the peace - appeal,warrant-to-keep-the-peace-appeal-orc-2933-06,https://codes.ohio.gov/ohio-revised-code/section-2933.06,P2,Criminal Defense,Warrant to keep the peace - appeal ohio | orc 2933.06
2933.07,2933-07,Warrant to keep the peace - failure to prosecute appeal,ORC 2933.07: Warrant to keep the peace - failure to prosecute appeal,warrant-to-keep-the-peace-failure-to-prosecute-appeal-orc-2933-07,https://codes.ohio.gov/ohio-revised-code/section-2933.07,P2,Criminal Defense,Warrant to keep the peace - failure to prosecute appeal ohio | orc 2933.07
2933.08,2933-08,Warrant to keep the peace - hearing on appeal,ORC 2933.08: Warrant to keep the peace - hearing on appeal,warrant-to-keep-the-peace-hearing-on-appeal-orc-2933-08,https://codes.ohio.gov/ohio-revised-code/section-2933.08,P2,Criminal Defense,Warrant to keep the peace - hearing on appeal ohio | orc 2933.08
2933.09,2933-09,Warrant to keep the peace - failure to enter into bond,ORC 2933.09: Warrant to keep the peace - failure to enter into bond,warrant-to-keep-the-peace-failure-to-enter-into-bond-orc-2933-09,https://codes.ohio.gov/ohio-revised-code/section-2933.09,P2,Criminal Defense,Warrant to keep the peace - failure to enter into bond ohio | orc 2933.09
2933.10,2933-10,Warrant to keep the peace - acts committed in presence of court,ORC 2933.10: Warrant to keep the peace - acts committed in presence of court,warrant-to-keep-the-peace-acts-committed-in-presence-of-court-orc-2933-10,https://codes.ohio.gov/ohio-revised-code/section-2933.10,P2,Criminal Defense,Warrant to keep the peace - acts committed in presence of court ohio | orc 2933.10
2933.21,2933-21,Issuance of search warrants,ORC 2933.21: Issuance of search warrants,issuance-of-search-warrants-orc-2933-21,https://codes.ohio.gov/ohio-revised-code/section-2933.21,P2,Criminal Defense,Issuance of search warrants ohio | orc 2933.21
2933.22,2933-22,Probable cause for search warrant,ORC 2933.22: Probable cause for search warrant,probable-cause-for-search-warrant-orc-2933-22,https://codes.ohio.gov/ohio-revised-code/section-2933.22,P2,Criminal Defense,Probable cause for search warrant ohio | orc 2933.22
2933.23,2933-23,Search warrant affidavit,ORC 2933.23: Search warrant affidavit,search-warrant-affidavit-orc-2933-23,https://codes.ohio.gov/ohio-revised-code/section-2933.23,P2,Criminal Defense,Search warrant affidavit ohio | orc 2933.23
2933.231,2933-231,Waiving the statutory precondition for nonconsensual entry,ORC 2933.231: Waiving the statutory precondition for nonconsensual entry,waiving-the-statutory-precondition-for-nonconsensual-entry-orc-2933-231,https://codes.ohio.gov/ohio-revised-code/section-2933.231,P2,Criminal Defense,Waiving the statutory precondition for nonconsensual entry ohio | orc 2933.231
2933.24,2933-24,Contents of search warrant - report of physical conditions,ORC 2933.24: Contents of search warrant - report of physical conditions,contents-of-search-warrant-report-of-physical-conditions-orc-2933-24,https://codes.ohio.gov/ohio-revised-code/section-2933.24,P2,Criminal Defense,Contents of search warrant - report of physical conditions ohio | orc 2933.24
2933.241,2933-241,Return and inventory of property,ORC 2933.241: Return and inventory of property,return-and-inventory-of-property-orc-2933-241,https://codes.ohio.gov/ohio-revised-code/section-2933.241,P2,Criminal Defense,Return and inventory of property ohio | orc 2933.241
2933.25,2933-25,Form of search warrant,ORC 2933.25: Form of search warrant,form-of-search-warrant-orc-2933-25,https://codes.ohio.gov/ohio-revised-code/section-2933.25,P2,Criminal Defense,Form of search warrant ohio | orc 2933.25
2933.26,2933-26,Seized property to be kept by court,ORC 2933.26: Seized property to be kept by court,seized-property-to-be-kept-by-court-orc-2933-26,https://codes.ohio.gov/ohio-revised-code/section-2933.26,P2,Criminal Defense,Seized property to be kept by court ohio | orc 2933.26
2933.27,2933-27,Keeping of seized property until trial,ORC 2933.27: Keeping of seized property until trial,keeping-of-seized-property-until-trial-orc-2933-27,https://codes.ohio.gov/ohio-revised-code/section-2933.27,P2,Criminal Defense,Keeping of seized property until trial ohio | orc 2933.27
2933.29,2933-29,Gambling or gaming property seized liable for fines,ORC 2933.29: Gambling or gaming property seized liable for fines,gambling-or-gaming-property-seized-liable-for-fines-orc-2933-29,https://codes.ohio.gov/ohio-revised-code/section-2933.29,P2,Criminal Defense,Gambling or gaming property seized liable for fines ohio | orc 2933.29
2933.30,2933-30,Search for dead human bodies,ORC 2933.30: Search for dead human bodies,search-for-dead-human-bodies-orc-2933-30,https://codes.ohio.gov/ohio-revised-code/section-2933.30,P2,Criminal Defense,Search for dead human bodies ohio | orc 2933.30
2933.31,2933-31,Search in case of animal law violations,ORC 2933.31: Search in case of animal law violations,search-in-case-of-animal-law-violations-orc-2933-31,https://codes.ohio.gov/ohio-revised-code/section-2933.31,P2,Criminal Defense,Search in case of animal law violations ohio | orc 2933.31
2933.32,2933-32,"Body cavity search, strip search - conducting unauthorized search - failure to prepare proper search report","ORC 2933.32: Body cavity search, strip search - conducting unauthorized search - failure to prepare proper search report",body-cavity-search-strip-search-conducting-unauthorized-search-failure-to-prepare-proper-search-report-orc-2933-32,https://codes.ohio.gov/ohio-revised-code/section-2933.32,P2,Criminal Defense,"Body cavity search, strip search - conducting unauthorized search - failure to prepare proper search report ohio | orc 2933.32"
